Match type,Repository,Repository external URL,File path,File URL,Path matches [path [start end]],Chunk matches [line [start end]]
content,github.com/SkyblockerMod/Skyblocker,https://sourcegraph.com/github.com/SkyblockerMod/Skyblocker,src/main/java/de/hysky/skyblocker/skyblock/StatusBarTracker.java,https://sourcegraph.com/github.com/SkyblockerMod/Skyblocker/-/blob/src/main/java/de/hysky/skyblocker/skyblock/StatusBarTracker.java,"[src/main/java/de/hysky/skyblocker/skyblock/StatusBarTracker.java, [[0, 13]]]","[123, [[0, 15]]]"
content,github.com/EngineHub/CommandHelper,https://sourcegraph.com/github.com/EngineHub/CommandHelper,src/main/java/com/laytonsmith/core/MethodScriptCompiler.java,https://sourcegraph.com/github.com/EngineHub/CommandHelper/-/blob/src/main/java/com/laytonsmith/core/MethodScriptCompiler.java,"[src/main/java/com/laytonsmith/core/MethodScriptCompiler.java, [[0, 13]]]","[1193, [[0, 14]]]; [1875, [[0, 10]]]; [1878, [[0, 9]]]; [1915, [[0, 16] [0, 16] [0, 16] [0, 17]]]"
content,github.com/clarisma/geodesk,https://sourcegraph.com/github.com/clarisma/geodesk,src/main/java/com/geodesk/geom/Tile.java,https://sourcegraph.com/github.com/clarisma/geodesk/-/blob/src/main/java/com/geodesk/geom/Tile.java,"[src/main/java/com/geodesk/geom/Tile.java, [[0, 13]]]","[185, [[0, 20]]]; [375, [[0, 15]]]"
content,github.com/spring-projects/spring-authorization-server,https://sourcegraph.com/github.com/spring-projects/spring-authorization-server,docs/src/main/java/sample/registration/ClientRegistrar.java,https://sourcegraph.com/github.com/spring-projects/spring-authorization-server/-/blob/docs/src/main/java/sample/registration/ClientRegistrar.java,"[docs/src/main/java/sample/registration/ClientRegistrar.java, [[5, 18]]]","[71, [[0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9]]]; [89, [[0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9] [0, 9]]]"
content,github.com/piomin/sample-spring-microservices-kubernetes,https://sourcegraph.com/github.com/piomin/sample-spring-microservices-kubernetes,gateway-service/src/main/java/pl/piomin/services/gateway/api/GatewayApi.java,https://sourcegraph.com/github.com/piomin/sample-spring-microservices-kubernetes/-/blob/gateway-service/src/main/java/pl/piomin/services/gateway/api/GatewayApi.java,"[gateway-service/src/main/java/pl/piomin/services/gateway/api/GatewayApi.java, [[16, 29]]]","[21, [[0, 20]]]"
content,github.com/runelite/runelite,https://sourcegraph.com/github.com/runelite/runelite,runelite-client/src/main/java/net/runelite/client/Notifier.java,https://sourcegraph.com/github.com/runelite/runelite/-/blob/runelite-client/src/main/java/net/runelite/client/Notifier.java,"[runelite-client/src/main/java/net/runelite/client/Notifier.java, [[16, 29]]]","[179, [[0, 21]]]"
content,github.com/JFormDesigner/FlatLaf,https://sourcegraph.com/github.com/JFormDesigner/FlatLaf,flatlaf-core/src/main/java/com/formdev/flatlaf/ui/FlatTabbedPaneUI.java,https://sourcegraph.com/github.com/JFormDesigner/FlatLaf/-/blob/flatlaf-core/src/main/java/com/formdev/flatlaf/ui/FlatTabbedPaneUI.java,"[flatlaf-core/src/main/java/com/formdev/flatlaf/ui/FlatTabbedPaneUI.java, [[13, 26]]]","[1848, [[0, 21]]]"
content,github.com/openrocket/openrocket,https://sourcegraph.com/github.com/openrocket/openrocket,core/src/main/java/info/openrocket/core/util/Quaternion.java,https://sourcegraph.com/github.com/openrocket/openrocket/-/blob/core/src/main/java/info/openrocket/core/util/Quaternion.java,"[core/src/main/java/info/openrocket/core/util/Quaternion.java, [[5, 18]]]","[232, [[0, 9]]]; [243, [[0, 9]]]; [266, [[0, 9]]]; [275, [[0, 9]]]"
content,github.com/TechReborn/TechReborn,https://sourcegraph.com/github.com/TechReborn/TechReborn,RebornCore/src/main/java/reborncore/common/blockentity/MachineBaseBlockEntity.java,https://sourcegraph.com/github.com/TechReborn/TechReborn/-/blob/RebornCore/src/main/java/reborncore/common/blockentity/MachineBaseBlockEntity.java,"[RebornCore/src/main/java/reborncore/common/blockentity/MachineBaseBlockEntity.java, [[11, 24]]]","[170, [[0, 14]]]"
content,github.com/FabricMC/yarn,https://sourcegraph.com/github.com/FabricMC/yarn,filament/src/main/java/net/fabricmc/filament/mappingpoet/Signatures.java,https://sourcegraph.com/github.com/FabricMC/yarn/-/blob/filament/src/main/java/net/fabricmc/filament/mappingpoet/Signatures.java,"[filament/src/main/java/net/fabricmc/filament/mappingpoet/Signatures.java, [[9, 22]]]","[366, [[0, 14] [0, 14]]]"
content,github.com/lets-mica/mica,https://sourcegraph.com/github.com/lets-mica/mica,mica-ip2region/src/main/java/net/dreamlu/mica/ip2region/core/Searcher.java,https://sourcegraph.com/github.com/lets-mica/mica/-/blob/mica-ip2region/src/main/java/net/dreamlu/mica/ip2region/core/Searcher.java,"[mica-ip2region/src/main/java/net/dreamlu/mica/ip2region/core/Searcher.java, [[15, 28]]]","[141, [[0, 15]]]"
content,github.com/tordanik/OSM2World,https://sourcegraph.com/github.com/tordanik/OSM2World,core/src/main/java/org/osm2world/math/VectorXYZ.java,https://sourcegraph.com/github.com/tordanik/OSM2World/-/blob/core/src/main/java/org/osm2world/math/VectorXYZ.java,"[core/src/main/java/org/osm2world/math/VectorXYZ.java, [[5, 18]]]","[165, [[0, 12]]]"
content,github.com/chsami/Microbot,https://sourcegraph.com/github.com/chsami/Microbot,runelite-client/src/main/java/net/runelite/client/Notifier.java,https://sourcegraph.com/github.com/chsami/Microbot/-/blob/runelite-client/src/main/java/net/runelite/client/Notifier.java,"[runelite-client/src/main/java/net/runelite/client/Notifier.java, [[16, 29]]]","[179, [[0, 21]]]"
content,github.com/DaFuqs/Spectrum,https://sourcegraph.com/github.com/DaFuqs/Spectrum,src/main/java/de/dafuqs/spectrum/mixin/CatEntityMixin.java,https://sourcegraph.com/github.com/DaFuqs/Spectrum/-/blob/src/main/java/de/dafuqs/spectrum/mixin/CatEntityMixin.java,"[src/main/java/de/dafuqs/spectrum/mixin/CatEntityMixin.java, [[0, 13]]]","[32, [[0, 13]]]"
content,github.com/itext/itext-java,https://sourcegraph.com/github.com/itext/itext-java,kernel/src/main/java/com/itextpdf/kernel/xmp/impl/ParseRDF.java,https://sourcegraph.com/github.com/itext/itext-java/-/blob/kernel/src/main/java/com/itextpdf/kernel/xmp/impl/ParseRDF.java,"[kernel/src/main/java/com/itextpdf/kernel/xmp/impl/ParseRDF.java, [[7, 20]]]","[1138, [[0, 18]]]; [1141, [[0, 9]]]; [1178, [[0, 18]]]"
content,github.com/babelfish-for-postgresql/babelfish_compass,https://sourcegraph.com/github.com/babelfish-for-postgresql/babelfish_compass,src/main/java/compass/Compass.java,https://sourcegraph.com/github.com/babelfish-for-postgresql/babelfish_compass/-/blob/src/main/java/compass/Compass.java,"[src/main/java/compass/Compass.java, [[0, 13]]]","[1039, [[0, 10]]]"
content,github.com/CommandAPI/CommandAPI,https://sourcegraph.com/github.com/CommandAPI/CommandAPI,commandapi-platforms/commandapi-bukkit/commandapi-bukkit-test/commandapi-bukkit-test-impl/src/main/java/dev/jorel/commandapi/test/MockPlatform.java,https://sourcegraph.com/github.com/CommandAPI/CommandAPI/-/blob/commandapi-platforms/commandapi-bukkit/commandapi-bukkit-test/commandapi-bukkit-test-impl/src/main/java/dev/jorel/commandapi/test/MockPlatform.java,"[commandapi-platforms/commandapi-bukkit/commandapi-bukkit-test/commandapi-bukkit-test-impl/src/main/java/dev/jorel/commandapi/test/MockPlatform.java, [[90, 103]]]","[98, [[0, 13]]]"
content,github.com/tomdodd4598/NuclearCraft,https://sourcegraph.com/github.com/tomdodd4598/NuclearCraft,src/main/java/nc/tile/multiblock/TileMultiblockPart.java,https://sourcegraph.com/github.com/tomdodd4598/NuclearCraft/-/blob/src/main/java/nc/tile/multiblock/TileMultiblockPart.java,"[src/main/java/nc/tile/multiblock/TileMultiblockPart.java, [[0, 13]]]","[238, [[0, 19]]]"
content,github.com/FrozenBlock/WilderWild,https://sourcegraph.com/github.com/FrozenBlock/WilderWild,src/main/java/net/frozenblock/wilderwild/block/entity/StoneChestBlockEntity.java,https://sourcegraph.com/github.com/FrozenBlock/WilderWild/-/blob/src/main/java/net/frozenblock/wilderwild/block/entity/StoneChestBlockEntity.java,"[src/main/java/net/frozenblock/wilderwild/block/entity/StoneChestBlockEntity.java, [[0, 13]]]","[267, [[0, 13]]]"
